condition,subject,trial,su,rotation,rt,mt,ep
slow,1,2,high,0.0,-1,2065,-1.55
slow,1,3,inf,0.0,-1,1684,-1.58
slow,1,4,low,0.0,-1,1703,-1.6
slow,1,5,low,0.0,-1,1778,-1.62
slow,1,6,high,0.0,-1,1556,-1.59
slow,1,7,mid,0.0,-1,1529,-1.61
slow,1,10,mid,0.0,-1,2225,-1.6
slow,1,11,high,0.0,-1,1768,-1.62
slow,1,12,inf,0.0,-1,1906,-1.61
slow,1,13,high,0.0,-1,2075,-1.64
slow,1,14,inf,0.0,-1,1657,-1.62
slow,1,15,inf,0.0,-1,1837,-1.62
slow,1,16,low,0.0,-1,2006,-1.6
slow,1,17,inf,0.0,-1,1659,-1.59
slow,1,18,high,0.0,-1,1703,-1.61
slow,1,20,inf,0.0,-1,1753,-1.61
slow,1,21,high,0.0,-1,1548,-1.6
slow,1,22,mid,0.0,-1,1976,-1.6
slow,1,23,high,0.0,-1,1737,-1.62
slow,1,24,high,0.0,-1,1777,-1.61
slow,1,25,high,0.0,-1,1862,-1.61
slow,1,26,low,0.0,-1,1775,-1.64
slow,1,27,mid,0.0,-1,1543,-1.61
slow,1,28,mid,0.0,-1,1712,-1.64
slow,1,29,high,0.0,-1,1507,-1.63
slow,1,31,high,0.0,-1,2158,-1.63
slow,1,32,low,0.0,-1,1985,-1.62
slow,1,33,mid,0.0,-1,1892,-1.61
slow,1,34,low,0.0,-1,1939,-1.63
slow,1,35,mid,0.0,-1,2082,-1.61
slow,1,36,low,0.0,-1,1921,-1.62
slow,1,38,high,0.0,-1,1950,-1.62
slow,1,39,high,0.0,-1,1950,-1.6
slow,1,40,inf,0.0,-1,1995,-1.62
slow,1,41,mid,0.0,-1,1822,-1.59
slow,1,42,low,0.0,-1,1814,-1.58
slow,1,43,inf,0.0,-1,1979,-1.62
slow,1,44,inf,0.0,-1,1609,-1.61
slow,1,45,low,0.0,-1,1776,-1.6
slow,1,46,high,0.0,-1,1601,-1.59
slow,1,47,low,0.0,-1,1780,-1.6
slow,1,48,inf,0.0,-1,1733,-1.61
slow,1,49,mid,0.0,-1,1662,-1.61
slow,1,50,mid,0.0,-1,1826,-1.59
slow,1,51,inf,0.0,-1,1936,-1.6
slow,1,52,high,0.0,-1,1842,-1.57
slow,1,53,high,0.0,-1,1814,-1.59
slow,1,54,inf,0.0,-1,1792,-1.6
slow,1,55,mid,0.0,-1,1620,-1.6
slow,1,56,mid,0.0,-1,1595,-1.59
slow,1,57,mid,0.0,-1,1861,-1.58
slow,1,58,low,0.0,-1,1541,-1.58
slow,1,59,mid,0.0,-1,1846,-1.6
slow,1,60,high,0.0,-1,1874,-1.59
slow,1,61,low,0.0,-1,1698,-1.57
slow,1,62,inf,0.0,-1,1682,-1.55
slow,1,63,high,0.0,-1,1880,-1.58
slow,1,64,low,0.0,-1,1543,-1.6
slow,1,65,mid,0.0,-1,1882,-1.61
slow,1,66,mid,0.0,-1,1549,-1.6
slow,1,67,inf,0.0,-1,1540,-1.59
slow,1,68,inf,0.0,-1,1661,-1.6
slow,1,69,inf,0.0,-1,1590,-1.59
slow,1,70,high,0.0,-1,1707,-1.63
slow,1,72,low,0.0,-1,1646,-1.59
slow,1,74,mid,0.0,-1,1933,-1.6
slow,1,75,low,0.0,-1,1994,-1.6
slow,1,76,mid,0.0,-1,2002,-1.62
slow,1,77,high,0.0,-1,2011,-1.56
slow,1,78,low,0.0,-1,1884,-1.57
slow,1,79,inf,0.0,-1,1651,-1.58
slow,1,80,mid,0.0,-1,1838,-1.6
slow,1,81,low,0.0,-1,1647,-1.6
slow,1,82,low,0.0,-1,2482,-1.61
slow,1,83,mid,0.0,-1,2250,-1.62
slow,1,84,inf,0.0,-1,2003,-1.63
slow,1,85,high,0.0,-1,2147,-1.62
slow,1,86,high,0.0,-1,2111,-1.62
slow,1,87,mid,0.0,-1,1945,-1.6
slow,1,88,mid,0.0,-1,2296,-1.57
slow,1,89,low,0.0,-1,1909,-1.63
slow,1,90,mid,0.0,-1,1982,-1.62
slow,1,91,high,0.0,-1,1690,-1.65
slow,1,92,low,0.0,-1,1667,-1.61
slow,1,93,low,0.0,-1,1607,-1.6
slow,1,94,low,0.0,-1,1892,-1.59
slow,1,95,inf,0.0,-1,1536,-1.59
slow,1,96,inf,0.0,-1,1628,-1.63
slow,1,97,low,0.0,-1,1908,-1.61
slow,1,98,low,0.0,-1,1627,-1.61
slow,1,99,high,0.0,-1,1822,-1.61
slow,1,100,low,0.0,-1,1946,-1.62
slow,1,101,mid,0.0,-1,1918,-1.63
slow,1,102,mid,0.0,-1,2315,-1.62
slow,1,103,mid,0.0,-1,1974,-1.59
slow,1,104,mid,0.0,-1,1729,-1.62
slow,1,105,high,0.0,-1,1966,-1.6
slow,1,106,inf,0.0,-1,2001,-1.62
slow,1,107,inf,0.0,-1,1703,-1.6
slow,1,108,mid,0.0,-1,1535,-1.63
slow,1,110,high,0.0,-1,1774,-1.61
slow,1,111,high,0.0,-1,1734,-1.6
slow,1,112,high,0.0,-1,1543,-1.64
slow,1,113,high,0.0,-1,1867,-1.62
slow,1,114,low,0.0,-1,1689,-1.63
slow,1,116,mid,0.0,-1,1710,-1.63
slow,1,117,low,0.0,-1,1773,-1.61
slow,1,118,low,0.0,-1,1634,-1.57
slow,1,119,low,0.0,-1,2184,-1.6
slow,1,120,mid,0.0,-1,2001,-1.58
slow,1,121,inf,0.0,-1,1621,-1.6
slow,1,123,mid,0.0,-1,1765,-1.63
slow,1,124,inf,0.0,-1,1613,-1.63
slow,1,126,high,0.0,-1,1874,-1.61
slow,1,127,low,0.0,-1,1666,-1.62
slow,1,129,inf,0.0,-1,2551,-1.62
slow,1,130,low,0.0,-1,2531,-1.63
slow,1,131,low,0.0,-1,1604,-1.57
slow,1,134,high,0.26,-1,2495,-1.54
slow,1,135,high,0.26,-1,1665,-1.45
slow,1,136,high,0.26,-1,1997,-1.47
slow,1,137,high,0.26,-1,1627,-1.36
slow,1,138,low,0.26,-1,1967,-1.49
slow,1,140,high,0.26,-1,2153,-1.38
slow,1,141,inf,0.26,-1,1853,-1.57
slow,1,142,mid,0.26,-1,1928,-1.55
slow,1,143,low,0.26,-1,1970,-1.46
slow,1,144,mid,0.26,-1,2285,-1.45
slow,1,145,high,0.26,-1,1867,-1.43
slow,1,146,high,0.26,-1,2585,-1.41
slow,1,147,mid,0.26,-1,1590,-1.5
slow,1,148,mid,0.26,-1,1893,-1.39
slow,1,149,inf,0.26,-1,2211,-1.54
slow,1,150,inf,0.26,-1,2075,-1.57
slow,1,151,low,0.26,-1,2117,-1.44
slow,1,152,inf,0.26,-1,1915,-1.56
slow,1,153,inf,0.26,-1,1871,-1.57
slow,1,154,high,0.26,-1,1731,-1.46
slow,1,155,high,0.26,-1,2076,-1.46
slow,1,156,mid,0.26,-1,1734,-1.53
slow,1,158,mid,0.26,-1,1965,-1.38
slow,1,160,low,0.26,-1,1864,-1.46
slow,1,161,mid,0.26,-1,1896,-1.41
slow,1,162,inf,0.26,-1,1891,-1.54
slow,1,163,inf,0.26,-1,1633,-1.52
slow,1,164,low,0.26,-1,2228,-1.5
slow,1,165,high,0.26,-1,1619,-1.46
slow,1,166,mid,0.26,-1,1634,-1.49
slow,1,167,low,0.26,-1,1683,-1.45
slow,1,169,inf,0.26,-1,1595,-1.56
slow,1,171,low,0.26,-1,1597,-1.4
slow,1,173,high,0.26,-1,1793,-1.5
slow,1,174,low,0.26,-1,1850,-1.44
slow,1,175,mid,0.26,-1,1569,-1.53
slow,1,176,inf,0.26,-1,1826,-1.43
slow,1,177,inf,0.26,-1,1713,-1.6
slow,1,178,low,0.26,-1,1710,-1.57
slow,1,179,high,0.26,-1,1625,-1.55
slow,1,181,high,0.26,-1,1829,-1.46
slow,1,182,high,0.26,-1,1581,-1.48
slow,1,183,mid,0.26,-1,1724,-1.51
slow,1,185,low,0.26,-1,1785,-1.49
slow,1,186,low,0.26,-1,1682,-1.41
slow,1,187,mid,0.26,-1,1550,-1.48
slow,1,188,high,0.26,-1,1650,-1.45
slow,1,189,mid,0.26,-1,1519,-1.49
slow,1,190,high,0.26,-1,1878,-1.39
slow,1,192,mid,0.26,-1,1703,-1.43
slow,1,194,inf,0.26,-1,2051,-1.62
slow,1,195,mid,0.26,-1,1790,-1.47
slow,1,196,low,0.26,-1,1804,-1.47
slow,1,197,mid,0.26,-1,2398,-1.43
slow,1,198,low,0.26,-1,1836,-1.47
slow,1,199,low,0.26,-1,1678,-1.49
slow,1,200,low,0.26,-1,1679,-1.46
slow,1,202,low,0.26,-1,2495,-1.46
slow,1,203,low,0.26,-1,1815,-1.45
slow,1,204,inf,0.26,-1,1755,-1.58
slow,1,205,low,0.26,-1,1984,-1.48
slow,1,206,low,0.26,-1,1959,-1.43
slow,1,207,high,0.26,-1,1921,-1.46
slow,1,208,mid,0.26,-1,1897,-1.5
slow,1,209,inf,0.26,-1,1883,-1.55
slow,1,210,inf,0.26,-1,1831,-1.46
slow,1,211,low,0.26,-1,1725,-1.51
slow,1,212,high,0.26,-1,1893,-1.5
slow,1,213,mid,0.26,-1,1958,-1.53
slow,1,214,inf,0.26,-1,1939,-1.55
slow,1,215,mid,0.26,-1,1790,-1.55
slow,1,216,low,0.26,-1,2067,-1.52
slow,1,217,low,0.26,-1,2046,-1.52
slow,1,218,high,0.26,-1,1706,-1.51
slow,1,219,mid,0.26,-1,2032,-1.5
slow,1,220,high,0.26,-1,1737,-1.52
slow,1,221,mid,0.26,-1,1573,-1.5
slow,1,222,high,0.26,-1,2059,-1.51
slow,1,223,high,0.26,-1,1749,-1.56
slow,1,224,mid,0.26,-1,1987,-1.54
slow,1,225,inf,0.26,-1,1768,-1.57
slow,1,226,mid,0.26,-1,1819,-1.5
slow,1,227,mid,0.26,-1,1544,-1.45
slow,1,228,low,0.26,-1,1582,-1.46
slow,1,229,inf,0.26,-1,1868,-1.43
slow,1,230,low,0.26,-1,1561,-1.49
slow,1,231,mid,0.26,-1,1854,-1.49
slow,1,232,mid,0.26,-1,1716,-1.49
slow,1,233,inf,0.26,-1,1816,-1.48
slow,1,234,low,0.26,-1,1879,-1.52
slow,1,236,mid,0.26,-1,1627,-1.52
slow,1,238,inf,0.26,-1,1958,-1.55
slow,1,239,inf,0.26,-1,1970,-1.55
slow,1,240,low,0.26,-1,1581,-1.48
slow,1,241,inf,0.26,-1,1837,-1.51
slow,1,242,high,0.26,-1,2683,-1.51
slow,1,243,low,0.26,-1,2462,-1.52
slow,1,244,high,0.26,-1,1806,-1.51
slow,1,245,low,0.26,-1,1684,-1.49
slow,1,246,mid,0.26,-1,1566,-1.47
slow,1,247,high,0.26,-1,1544,-1.5
slow,1,248,low,0.26,-1,1744,-1.49
slow,1,249,high,0.26,-1,1700,-1.53
slow,1,250,mid,0.26,-1,1962,-1.56
slow,1,251,mid,0.26,-1,1917,-1.49
slow,1,252,low,0.26,-1,2047,-1.49
slow,1,253,low,0.26,-1,1809,-1.5
slow,1,254,inf,0.26,-1,1960,-1.51
slow,1,255,high,0.26,-1,1865,-1.51
slow,1,256,inf,0.26,-1,2155,-1.55
slow,1,257,inf,0.26,-1,1671,-1.53
slow,1,258,high,0.26,-1,1834,-1.5
slow,1,259,inf,0.26,-1,1890,-1.56
slow,1,260,high,0.26,-1,1779,-1.51
slow,1,261,inf,0.26,-1,1912,-1.55
slow,1,262,mid,0.26,-1,1633,-1.48
slow,1,263,low,0.26,-1,2211,-1.47
slow,1,264,high,0.26,-1,1888,-1.47
slow,1,265,inf,0.26,-1,1872,-1.59
slow,1,266,low,0.0,-1,1866,-1.58
slow,1,267,low,0.0,-1,1623,-1.54
slow,1,268,low,0.0,-1,1805,-1.61
slow,1,269,high,0.0,-1,1542,-1.55
slow,1,270,low,0.0,-1,2474,-1.59
slow,1,271,inf,0.0,-1,2092,-1.59
slow,1,272,low,0.0,-1,1832,-1.58
slow,1,275,high,0.0,-1,1656,-1.54
slow,1,276,mid,0.0,-1,1755,-1.56
slow,1,277,high,0.0,-1,1722,-1.58
slow,1,278,low,0.0,-1,1949,-1.59
slow,1,279,mid,0.0,-1,1685,-1.6
slow,1,282,inf,0.0,-1,1554,-1.58
slow,1,284,inf,0.0,-1,1597,-1.56
slow,1,285,mid,0.0,-1,1905,-1.57
slow,1,286,low,0.0,-1,2055,-1.58
slow,1,287,mid,0.0,-1,1776,-1.55
slow,1,288,low,0.0,-1,1920,-1.56
slow,1,289,high,0.0,-1,1539,-1.58
slow,1,290,low,0.0,-1,1637,-1.57
slow,1,291,high,0.0,-1,1658,-1.58
slow,1,292,mid,0.0,-1,1788,-1.59
slow,1,293,high,0.0,-1,1704,-1.61
slow,1,295,low,0.0,-1,1965,-1.61
slow,1,296,low,0.0,-1,2297,-1.61
slow,1,297,high,0.0,-1,1670,-1.57
slow,1,298,mid,0.0,-1,1632,-1.55
slow,1,299,low,0.0,-1,1913,-1.56
slow,1,301,low,0.0,-1,2931,-1.6
slow,1,302,mid,0.0,-1,1806,-1.57
slow,1,303,high,0.0,-1,1620,-1.57
slow,1,304,mid,0.0,-1,1669,-1.57
slow,1,306,mid,0.0,-1,1555,-1.59
slow,1,307,mid,0.0,-1,1647,-1.59
slow,1,308,high,0.0,-1,1786,-1.59
slow,1,309,low,0.0,-1,2054,-1.58
slow,1,310,inf,0.0,-1,1844,-1.59
slow,1,311,low,0.0,-1,2181,-1.6
slow,1,312,mid,0.0,-1,1684,-1.57
slow,1,313,inf,0.0,-1,1740,-1.59
slow,1,314,mid,0.0,-1,1555,-1.56
slow,1,315,low,0.0,-1,2255,-1.59
slow,1,316,high,0.0,-1,1645,-1.59
slow,1,317,high,0.0,-1,1676,-1.6
slow,1,320,high,0.0,-1,1522,-1.6
slow,1,321,low,0.0,-1,2294,-1.62
slow,1,322,high,0.0,-1,1771,-1.58
slow,1,323,inf,0.0,-1,1838,-1.57
slow,1,324,inf,0.0,-1,1684,-1.6
slow,1,325,high,0.0,-1,1626,-1.62
slow,1,326,high,0.0,-1,1970,-1.59
slow,1,327,low,0.0,-1,1669,-1.61
slow,1,328,mid,0.0,-1,1829,-1.59
slow,1,329,mid,0.0,-1,1813,-1.56
slow,1,330,mid,0.0,-1,2138,-1.59
slow,1,333,high,0.0,-1,1733,-1.57
slow,1,335,high,0.0,-1,2223,-1.6
slow,1,336,high,0.0,-1,2082,-1.56
slow,1,337,low,0.0,-1,1759,-1.57
slow,1,338,high,0.0,-1,1691,-1.57
slow,1,339,high,0.0,-1,1615,-1.6
slow,1,341,inf,0.0,-1,1875,-1.59
slow,1,342,inf,0.0,-1,1736,-1.58
slow,1,343,low,0.0,-1,2351,-1.6
slow,1,344,high,0.0,-1,1652,-1.6
slow,1,345,mid,0.0,-1,1880,-1.63
slow,1,346,mid,0.0,-1,1606,-1.62
slow,1,348,low,0.0,-1,1847,-1.61
slow,1,349,mid,0.0,-1,2113,-1.59
slow,1,350,high,0.0,-1,1787,-1.6
slow,1,351,low,0.0,-1,1650,-1.6
slow,1,353,inf,0.0,-1,2208,-1.6
slow,1,354,mid,0.0,-1,1575,-1.61
slow,1,355,low,0.0,-1,2078,-1.59
slow,1,356,inf,0.0,-1,2751,-1.6
slow,1,357,low,0.0,-1,1915,-1.58
slow,1,358,high,0.0,-1,2927,-1.6
slow,1,359,high,0.0,-1,2042,-1.61
slow,1,361,inf,0.0,-1,1555,-1.57
slow,1,362,mid,0.0,-1,2001,-1.61
slow,1,363,low,0.0,-1,2274,-1.58
slow,1,364,inf,0.0,-1,1607,-1.61
slow,1,365,inf,0.0,-1,1828,-1.58
slow,1,366,mid,0.0,-1,1528,-1.55
slow,1,367,mid,0.0,-1,1843,-1.56
slow,1,368,mid,0.0,-1,1533,-1.56
slow,1,369,inf,0.0,-1,1502,-1.55
slow,1,371,low,0.0,-1,1683,-1.59
slow,1,372,low,0.0,-1,1870,-1.6
slow,1,373,inf,0.0,-1,1839,-1.63
slow,1,374,low,0.0,-1,1730,-1.64
slow,1,375,high,0.0,-1,1507,-1.64
slow,1,376,high,0.0,-1,1793,-1.6
slow,1,377,mid,0.0,-1,1523,-1.58
slow,1,378,high,0.0,-1,1625,-1.6
slow,1,379,inf,0.0,-1,1626,-1.55
slow,1,380,high,0.0,-1,1803,-1.57
slow,1,382,high,0.0,-1,1710,-1.56
slow,1,383,mid,0.0,-1,1630,-1.56
slow,1,384,high,0.0,-1,1883,-1.57
slow,1,385,mid,0.0,-1,2428,-1.6
slow,1,386,mid,0.0,-1,1726,-1.57
slow,1,387,high,0.0,-1,1780,-1.57
slow,1,388,mid,0.0,-1,1767,-1.63
slow,1,389,low,0.0,-1,2188,-1.55
slow,1,390,mid,0.0,-1,2479,-1.65
slow,1,391,low,0.0,-1,2118,-1.59
slow,1,392,high,0.0,-1,1775,-1.62
slow,1,393,mid,0.0,-1,1527,-1.59
slow,1,394,low,0.0,-1,1725,-1.58
slow,1,395,high,0.0,-1,2195,-1.57
slow,1,396,high,0.0,-1,2160,-1.54
slow,1,398,mid,0.0,-1,1699,-1.57
slow,1,399,low,0.0,-1,1852,-1.53
